Date,Line item,Key-values,Line item ID,Key-values ID,Total impressions
3/26/25,AAO_DAC_2024_Whitepaper_ROS_House_MLT_290125,refresh=true,6906392358,449119982327,164
3/26/25,AAO_Disqo_2025_Webcast_ROS_House_MLT_270125,refresh=true,6901837164,449119982327,163
3/26/25,AAO_EightPM_2025_Whitepaper_ROS_House_MLT_180325,refresh=true,6936368361,449119982327,138
3/26/25,AAO_FM-Music-Musicbed_2025_2606511_Content-Spons_MLT_250325 (211774),refresh=true,6940848153,449119982327,252
3/26/25,AAO_HP_Blocking-Pixel_LB_01_200421_New,refresh=true,5673134399,449119982327,1
3/26/25,AAO_House_2025_Ad-Age-Amp_ROS_House_MLT_030125,refresh=true,6883560456,449119982327,144
3/26/25,AAO_House_2025_Ad-Age-OTM_ROS_House_MLT_030125,refresh=true,6886000963,449119982327,143
3/26/25,AAO_Liveramp_2025_2606701_Content-Spons_MLT_310325 (209819),refresh=true,6929781069,449119982327,6
3/26/25,AAO_Liveramp_2025_Whitepaper_ROS_House_MLT_140325,refresh=true,6946261406,449119982327,149
3/26/25,AAO_Locality_2025_Whitepaper_ROS_House_MLT_110325,refresh=true,6936977748,449119982327,143
3/26/25,AAO_MutualMarkets_2025_Whitepaper_ROS_House_MLT_130325,refresh=true,6945336902,449119982327,154
3/26/25,AAO_Salesforce_Q4-2024_Webcast_ROS_House_MLT_040225,refresh=true,6914987954,449119982327,135
3/26/25,AAO_Transunion_November-2024_Interactive-Report_ROS_House_MLT_050225,refresh=true,6914877028,449119982327,159
3/26/25,AAO_Tredence_2025_Webcast_ROS_House_MLT_260225,refresh=true,6934109984,449119982327,163
3/26/25,AAO_Tubi_2025_Whitepaper_ROS_House_MLT_210325,refresh=true,6950796169,449119982327,149
3/26/25,AAO_iSpot.tv_2025_Webcast_ROS_House_MLT_230125,refresh=true,6901347108,449119982327,140
3/26/25,ANE_Marketing_AN-Europe-Congress_MLT_100225,refresh=true,6916859703,449119982327,8
3/26/25,ANO_Ally_UNRT_080724 (155186) (copy 1),refresh=true,6790825385,449119982327,1
3/26/25,ANO_Gubagoo_RSBB_010325 (192290),refresh=true,6834725401,449119982327,"29,579"
3/26/25,ANO_HalfPage_Video_Mural_Test_1,refresh=true,6694369578,449119982327,2
3/26/25,ANO_KIA_CACN_INDEX_PG_010325 (197533),refresh=true,6863392041,449119982327,1
3/26/25,ANO_Marketing_100-Leading-Women-Awards-and-Conference_MLT_060225,refresh=true,6913522722,449119982327,401
3/26/25,ANO_Marketing_Best-Dealerships-to-Work-For_MLT_280125,refresh=true,6908111704,449119982327,7
3/26/25,ANO_Marketing_Dealer-Merchant-Service-03122025_MLT_120325,refresh=true,6939780610,449119982327,40
3/26/25,ANO_Marketing_iPacket-03192025_MLT_190325,refresh=true,6944176492,449119982327,4
3/26/25,ANO_Reynolds_RSHP_010325 (192294),refresh=true,6832392648,449119982327,"1,377"
3/26/25,CAN_Marketing_Best-Dealerships_MLT_210225,refresh=true,6928403749,449119982327,4
3/26/25,CBO_Blocking-Pixel REC03 | REC04 | LB03,refresh=true,6356770051,449119982327,2
3/26/25,CBO_Blocking-Pixel_inline_Wintrust_072623,refresh=true,6354347975,449119982327,1
3/26/25,CBO_House_40s-Noms_ROS_MLT_250225,refresh=true,6929463780,449119982327,203
3/26/25,CBO_House_Best-Places-to-Work-Nomination_ROS_MLT_030225,refresh=true,6910702748,449119982327,183
3/26/25,CBO_House_Crain-Currency-Evergreen-Brand-Awareness-Campaign_ROS_MLT_301024,refresh=true,6824659562,449119982327,194
3/26/25,CBO_House_Crains-Career-Center_ROS_MLT_211022,refresh=true,6140007277,449119982327,180
3/26/25,CBO_House_Crains-Forum_ROS_MLT_260225,refresh=true,6934007450,449119982327,207
3/26/25,CBO_House_Crains-Partner-Events_ROS_MLT_190822,refresh=true,6089851080,449119982327,206
3/26/25,CBO_House_Forum-Editorial-Promotion-Campaign_ROS_MLT_010724,refresh=true,6745690494,449119982327,211
3/26/25,CBO_House_Green-Market-Report_ROS_MLT_030423,refresh=true,6266683118,449119982327,161
3/26/25,CBO_House_Notable-Leaders-in-Finance_ROS_MLT_210325,refresh=true,6941471748,449119982327,219
